timestamp;sensor_name;sensor_type;msg
1704086400000;BATH_DHT;Temperature;{'timestamp': 1704086400000, 'temperature': 20.688892052907203, 'humidity': 45.81533554372889}
1704086400000;B_DHT;Temperature;{'timestamp': 1704086400000, 'temperature': 20.713318807824898, 'humidity': 53.483473689118085}
1704087600000;K_DHT;Temperature;{'timestamp': 1704087600000, 'temperature': 20.0, 'humidity': 33.230676513120805}
1704087600000;LR_DHT;Temperature;{'timestamp': 1704087600000, 'temperature': 20.924571155219756, 'humidity': 36.111943293755004}
1704087600000;BATH_DHT;Temperature;{'timestamp': 1704087600000, 'temperature': 20.717374480712085, 'humidity': 54.43194451861951}
1704087600000;B_DHT;Temperature;{'timestamp': 1704087600000, 'temperature': 21.783326941220853, 'humidity': 55.49886653508235}
1704087900000;LR_CAMERA;Camera;{'timestamp': 1704087900000, 'file': '/train/split3/split3_408.png'}
1704088800000;K_CAMERA;Camera;{'timestamp': 1704088800000, 'file': '/train/split2/split2_153.png'}
1704088800000;K_DHT;Temperature;{'timestamp': 1704088800000, 'temperature': 20.0, 'humidity': 36.25351589869065}
1704088800000;LR_CAMERA;Camera;{'timestamp': 1704088800000, 'file': '/train/split3/split3_578.png'}
1704088800000;LR_DHT;Temperature;{'timestamp': 1704088800000, 'temperature': 19.0, 'humidity': 46.12271884771821}
1704088800000;BATH_DHT;Temperature;{'timestamp': 1704088800000, 'temperature': 23.0, 'humidity': 56.260753582875026}
1704088800000;B_DHT;Temperature;{'timestamp': 1704088800000, 'temperature': 21.388314771390093, 'humidity': 42.677720180243554}
1704090000000;K_DHT;Temperature;{'timestamp': 1704090000000, 'temperature': 21.542813594822253, 'humidity': 30.0}
1704090000000;LR_DHT;Temperature;{'timestamp': 1704090000000, 'temperature': 19.0, 'humidity': 47.56934167773932}
1704090000000;BATH_DHT;Temperature;{'timestamp': 1704090000000, 'temperature': 26.0, 'humidity': 57.847884559659406}
1704090000000;B_DHT;Temperature;{'timestamp': 1704090000000, 'temperature': 22.0, 'humidity': 53.498959378811236}
1704091200000;K_DHT;Temperature;{'timestamp': 1704091200000, 'temperature': 22.0, 'humidity': 39.94240729594737}
1704091200000;LR_DHT;Temperature;{'timestamp': 1704091200000, 'temperature': 19.857972123488775, 'humidity': 34.98759265436725}
1704091200000;BATH_DHT;Temperature;{'timestamp': 1704091200000, 'temperature': 24.27544482830963, 'humidity': 67.35415415926104}
1704091200000;B_DHT;Temperature;{'timestamp': 1704091200000, 'temperature': 21.428534155459133, 'humidity': 59.97789986684349}
1704091500000;LR_CAMERA;Camera;{'timestamp': 1704091500000, 'file': '/train/split3/split3_368.png'}
1704092400000;K_CAMERA;Camera;{'timestamp': 1704092400000, 'file': '/train/split2/split2_029.png'}
1704092400000;K_DHT;Temperature;{'timestamp': 1704092400000, 'temperature': 20.480389403991957, 'humidity': 39.62358397420613}
1704092400000;LR_CAMERA;Camera;{'timestamp': 1704092400000, 'file': '/train/split3/split3_365.png'}
1704092400000;LR_DHT;Temperature;{'timestamp': 1704092400000, 'temperature': 24.211713355934275, 'humidity': 37.80473375831318}
1704092400000;BATH_DHT;Temperature;{'timestamp': 1704092400000, 'temperature': 25.56113370455737, 'humidity': 75.0}
1704092400000;B_DHT;Temperature;{'timestamp': 1704092400000, 'temperature': 24.0, 'humidity': 34.64892131872532}
1704092400000;B_PIR;PIR;{'timestamp': 1704092400000, 'presence': 0}
1704092400000;FSR;FSR;{'timestamp': 1704092400000, 'weight': 1000}
1704092460000;BATH_PIR;PIR;{'timestamp': 1704092460000, 'presence': 1}
1704092460000;HR;HR;{'timestamp': 1704092460000, 'hr': 77}
1704092700000;BATH_PIR;PIR;{'timestamp': 1704092700000, 'presence': 0}
1704092700000;HR;HR;{'timestamp': 1704092700000, 'hr': 66}
1704092760000;K_PIR;PIR;{'timestamp': 1704092760000, 'presence': 1}
1704093600000;K_DHT;Temperature;{'timestamp': 1704093600000, 'temperature': 20.65866863285551, 'humidity': 39.07834226327398}
1704093600000;LR_DHT;Temperature;{'timestamp': 1704093600000, 'temperature': 23.906200264795128, 'humidity': 44.31686830178244}
1704093600000;BATH_DHT;Temperature;{'timestamp': 1704093600000, 'temperature': 24.30003482940799, 'humidity': 62.58805844062185}
1704093600000;B_DHT;Temperature;{'timestamp': 1704093600000, 'temperature': 23.204546747669756, 'humidity': 30.502638647338976}
1704093600000;FSR;FSR;{'timestamp': 1704093600000, 'weight': 908}
1704094800000;K_DHT;Temperature;{'timestamp': 1704094800000, 'temperature': 21.0391088943144, 'humidity': 32.38142732855917}
1704094800000;LR_DHT;Temperature;{'timestamp': 1704094800000, 'temperature': 21.61696404759498, 'humidity': 38.09719402013006}
1704094800000;BATH_DHT;Temperature;{'timestamp': 1704094800000, 'temperature': 23.33233658340633, 'humidity': 71.63084481781084}
1704094800000;B_DHT;Temperature;{'timestamp': 1704094800000, 'temperature': 23.457987773805087, 'humidity': 31.183592253990874}
1704094800000;FSR;FSR;{'timestamp': 1704094800000, 'weight': 786}
1704095100000;LR_CAMERA;Camera;{'timestamp': 1704095100000, 'file': '/train/split10/split10_405.png'}
1704096000000;K_CAMERA;Camera;{'timestamp': 1704096000000, 'file': '/train/split1/split1_751.png'}
1704096000000;K_DHT;Temperature;{'timestamp': 1704096000000, 'temperature': 25.7468229969182, 'humidity': 52.43880467715945}
1704096000000;LR_CAMERA;Camera;{'timestamp': 1704096000000, 'file': '/train/split3/split3_368.png'}
1704096000000;LR_DHT;Temperature;{'timestamp': 1704096000000, 'temperature': 21.0, 'humidity': 46.54723119990278}
1704096000000;BATH_DHT;Temperature;{'timestamp': 1704096000000, 'temperature': 23.332997947080138, 'humidity': 75.0}
1704096000000;B_DHT;Temperature;{'timestamp': 1704096000000, 'temperature': 21.74672832888702, 'humidity': 35.092940654002}
1704096000000;K_PIR;PIR;{'timestamp': 1704096000000, 'presence': 0}
1704096000000;FSR;FSR;{'timestamp': 1704096000000, 'weight': 669}
1704096060000;LR_PIR;PIR;{'timestamp': 1704096060000, 'presence': 1}
1704097200000;K_DHT;Temperature;{'timestamp': 1704097200000, 'temperature': 25.061789895392565, 'humidity': 52.886335216388545}
1704097200000;LR_DHT;Temperature;{'timestamp': 1704097200000, 'temperature': 22.6053501788703, 'humidity': 44.02770722641915}
1704097200000;BATH_DHT;Temperature;{'timestamp': 1704097200000, 'temperature': 26.0, 'humidity': 55.0}
1704097200000;B_DHT;Temperature;{'timestamp': 1704097200000, 'temperature': 22.613135303658332, 'humidity': 35.48735521074821}
1704097200000;FSR;FSR;{'timestamp': 1704097200000, 'weight': 551}
1704098400000;K_DHT;Temperature;{'timestamp': 1704098400000, 'temperature': 22.296036194800394, 'humidity': 40.0}
1704098400000;LR_DHT;Temperature;{'timestamp': 1704098400000, 'temperature': 22.116945839710795, 'humidity': 37.932901260226025}
1704098400000;BATH_DHT;Temperature;{'timestamp': 1704098400000, 'temperature': 26.0, 'humidity': 68.0529082235601}
1704098400000;B_DHT;Temperature;{'timestamp': 1704098400000, 'temperature': 22.73959617023181, 'humidity': 37.00128158604513}
1704098400000;FSR;FSR;{'timestamp': 1704098400000, 'weight': 445}
1704098700000;LR_CAMERA;Camera;{'timestamp': 1704098700000, 'file': '/train/split10/split10_374.png'}
1704099600000;K_CAMERA;Camera;{'timestamp': 1704099600000, 'file': '/train/split1/split1_165.png'}
1704099600000;K_DHT;Temperature;{'timestamp': 1704099600000, 'temperature': 20.0, 'humidity': 30.0}
1704099600000;LR_CAMERA;Camera;{'timestamp': 1704099600000, 'file': '/train/split3/split3_582.png'}
1704099600000;LR_DHT;Temperature;{'timestamp': 1704099600000, 'temperature': 22.559809339736972, 'humidity': 35.94838530546994}
1704099600000;BATH_DHT;Temperature;{'timestamp': 1704099600000, 'temperature': 25.999600334306468, 'humidity': 55.0}
1704099600000;B_DHT;Temperature;{'timestamp': 1704099600000, 'temperature': 22.912815347713764, 'humidity': 42.6551070013133}
1704099600000;LR_PIR;PIR;{'timestamp': 1704099600000, 'presence': 0}
1704099600000;FSR;FSR;{'timestamp': 1704099600000, 'weight': 327}
1704099660000;BATH_PIR;PIR;{'timestamp': 1704099660000, 'presence': 1}
1704099660000;HR;HR;{'timestamp': 1704099660000, 'hr': 66}
1704100200000;BATH_PIR;PIR;{'timestamp': 1704100200000, 'presence': 0}
1704100200000;HR;HR;{'timestamp': 1704100200000, 'hr': 65}
1704100260000;LR_PIR;PIR;{'timestamp': 1704100260000, 'presence': 1}
1704100800000;K_DHT;Temperature;{'timestamp': 1704100800000, 'temperature': 21.176463701514063, 'humidity': 30.0}
1704100800000;LR_DHT;Temperature;{'timestamp': 1704100800000, 'temperature': 23.089791682444286, 'humidity': 44.66511566109029}
1704100800000;BATH_DHT;Temperature;{'timestamp': 1704100800000, 'temperature': 23.998400446187905, 'humidity': 60.68077464945566}
1704100800000;B_DHT;Temperature;{'timestamp': 1704100800000, 'temperature': 23.401979510001745, 'humidity': 30.55517207655914}
1704100800000;FSR;FSR;{'timestamp': 1704100800000, 'weight': 222}
1704102000000;K_DHT;Temperature;{'timestamp': 1704102000000, 'temperature': 20.0, 'humidity': 31.14272322950096}
1704102000000;LR_DHT;Temperature;{'timestamp': 1704102000000, 'temperature': 23.497650697679457, 'humidity': 35.0}
1704102000000;BATH_DHT;Temperature;{'timestamp': 1704102000000, 'temperature': 25.245844002535947, 'humidity': 75.0}
1704102000000;B_DHT;Temperature;{'timestamp': 1704102000000, 'temperature': 21.10361477927933, 'humidity': 38.62396787966224}
1704102000000;FSR;FSR;{'timestamp': 1704102000000, 'weight': 124}
1704102300000;LR_CAMERA;Camera;{'timestamp': 1704102300000, 'file': '/train/split3/split3_720.png'}
1704103200000;K_CAMERA;Camera;{'timestamp': 1704103200000, 'file': '/train/split1/split1_669.png'}
1704103200000;K_DHT;Temperature;{'timestamp': 1704103200000, 'temperature': 22.0, 'humidity': 30.077827278059154}
1704103200000;LR_CAMERA;Camera;{'timestamp': 1704103200000, 'file': '/train/split10/split10_288.png'}
1704103200000;LR_DHT;Temperature;{'timestamp': 1704103200000, 'temperature': 23.883527685364548, 'humidity': 42.06064660981394}
1704103200000;BATH_DHT;Temperature;{'timestamp': 1704103200000, 'temperature': 25.64499369539807, 'humidity': 70.0577521503987}
1704103200000;B_DHT;Temperature;{'timestamp': 1704103200000, 'temperature': 21.0, 'humidity': 34.616105617145514}
1704103200000;FSR;FSR;{'timestamp': 1704103200000, 'weight': 14}
1704103500000;LR_PIR;PIR;{'timestamp': 1704103500000, 'presence': 0}
1704103560000;K_PIR;PIR;{'timestamp': 1704103560000, 'presence': 1}
1704104400000;K_DHT;Temperature;{'timestamp': 1704104400000, 'temperature': 21.049748064998276, 'humidity': 30.0}
1704104400000;LR_DHT;Temperature;{'timestamp': 1704104400000, 'temperature': 21.093046360289772, 'humidity': 35.0}
1704104400000;BATH_DHT;Temperature;{'timestamp': 1704104400000, 'temperature': 25.708084511296178, 'humidity': 71.7634748284961}
1704104400000;B_DHT;Temperature;{'timestamp': 1704104400000, 'temperature': 24.0, 'humidity': 33.714137213745815}
1704104400000;FSR;FSR;{'timestamp': 1704104400000, 'weight': 1000}
1704105600000;K_DHT;Temperature;{'timestamp': 1704105600000, 'temperature': 21.565189691746415, 'humidity': 34.0}
1704105600000;LR_DHT;Temperature;{'timestamp': 1704105600000, 'temperature': 22.898877164333243, 'humidity': 38.45586570369563}
1704105600000;BATH_DHT;Temperature;{'timestamp': 1704105600000, 'temperature': 23.32471802949275, 'humidity': 64.74385027007854}
1704105600000;B_DHT;Temperature;{'timestamp': 1704105600000, 'temperature': 21.56878866110443, 'humidity': 43.6154963766682}
1704105600000;FSR;FSR;{'timestamp': 1704105600000, 'weight': 893}
1704105900000;LR_CAMERA;Camera;{'timestamp': 1704105900000, 'file': '/train/split3/split3_246.png'}
1704106800000;K_CAMERA;Camera;{'timestamp': 1704106800000, 'file': '/train/split2/split2_218.png'}
1704106800000;K_DHT;Temperature;{'timestamp': 1704106800000, 'temperature': 25.033367687354534, 'humidity': 62.01736176399452}
1704106800000;LR_CAMERA;Camera;{'timestamp': 1704106800000, 'file': '/train/split10/split10_270.png'}
1704106800000;LR_DHT;Temperature;{'timestamp': 1704106800000, 'temperature': 19.07105395294833, 'humidity': 47.006607923583324}
1704106800000;BATH_DHT;Temperature;{'timestamp': 1704106800000, 'temperature': 24.44855356559408, 'humidity': 57.85225782801079}
1704106800000;B_DHT;Temperature;{'timestamp': 1704106800000, 'temperature': 20.01155053560056, 'humidity': 45.39190140867733}
1704106800000;FSR;FSR;{'timestamp': 1704106800000, 'weight': 765}
1704108000000;K_DHT;Temperature;{'timestamp': 1704108000000, 'temperature': 24.38356365670884, 'humidity': 65.97779500060382}
1704108000000;LR_DHT;Temperature;{'timestamp': 1704108000000, 'temperature': 20.167954576674454, 'humidity': 58.21317737060019}
1704108000000;BATH_DHT;Temperature;{'timestamp': 1704108000000, 'temperature': 24.873024774486705, 'humidity': 67.02358330136661}
1704108000000;B_DHT;Temperature;{'timestamp': 1704108000000, 'temperature': 20.154247776920208, 'humidity': 56.407583517865454}
1704108000000;FSR;FSR;{'timestamp': 1704108000000, 'weight': 637}
1704109200000;K_DHT;Temperature;{'timestamp': 1704109200000, 'temperature': 26.752687993832343, 'humidity': 57.82159407220408}
1704109200000;LR_DHT;Temperature;{'timestamp': 1704109200000, 'temperature': 24.674458131704185, 'humidity': 66.2242829122562}
1704109200000;BATH_DHT;Temperature;{'timestamp': 1704109200000, 'temperature': 26.0, 'humidity': 55.86453091410684}
1704109200000;B_DHT;Temperature;{'timestamp': 1704109200000, 'temperature': 21.979207491638594, 'humidity': 64.24833213916335}
1704109200000;FSR;FSR;{'timestamp': 1704109200000, 'weight': 517}
1704109500000;LR_CAMERA;Camera;{'timestamp': 1704109500000, 'file': '/train/split10/split10_254.png'}
1704110400000;K_CAMERA;Camera;{'timestamp': 1704110400000, 'file': '/train/split2/split2_256.png'}
1704110400000;K_DHT;Temperature;{'timestamp': 1704110400000, 'temperature': 20.61703145165923, 'humidity': 34.916350032475016}
1704110400000;LR_CAMERA;Camera;{'timestamp': 1704110400000, 'file': '/train/split3/split3_578.png'}
1704110400000;LR_DHT;Temperature;{'timestamp': 1704110400000, 'temperature': 19.69057051865156, 'humidity': 55.76148480338526}
1704110400000;BATH_DHT;Temperature;{'timestamp': 1704110400000, 'temperature': 23.363951914957436, 'humidity': 59.09591060264925}
1704110400000;B_DHT;Temperature;{'timestamp': 1704110400000, 'temperature': 22.286003707398468, 'humidity': 46.814724740707035}
1704110400000;K_PIR;PIR;{'timestamp': 1704110400000, 'presence': 0}
1704110400000;FSR;FSR;{'timestamp': 1704110400000, 'weight': 426}
1704110460000;B_PIR;PIR;{'timestamp': 1704110460000, 'presence': 1}
1704111600000;K_DHT;Temperature;{'timestamp': 1704111600000, 'temperature': 20.0, 'humidity': 41.297469793359795}
1704111600000;LR_DHT;Temperature;{'timestamp': 1704111600000, 'temperature': 22.163710368296215, 'humidity': 60.93835687372235}
1704111600000;BATH_DHT;Temperature;{'timestamp': 1704111600000, 'temperature': 23.0, 'humidity': 64.72775643886374}
1704111600000;B_DHT;Temperature;{'timestamp': 1704111600000, 'temperature': 20.65222828623048, 'humidity': 57.41232174161397}
1704111600000;FSR;FSR;{'timestamp': 1704111600000, 'weight': 298}
1704112800000;K_DHT;Temperature;{'timestamp': 1704112800000, 'temperature': 20.0, 'humidity': 33.54806725769291}
1704112800000;LR_DHT;Temperature;{'timestamp': 1704112800000, 'temperature': 23.913243770550807, 'humidity': 52.98325408685538}
1704112800000;BATH_DHT;Temperature;{'timestamp': 1704112800000, 'temperature': 24.071194196400295, 'humidity': 69.5885782369825}
1704112800000;B_DHT;Temperature;{'timestamp': 1704112800000, 'temperature': 23.0, 'humidity': 63.87142321962359}
1704112800000;FSR;FSR;{'timestamp': 1704112800000, 'weight': 175}
1704113100000;LR_CAMERA;Camera;{'timestamp': 1704113100000, 'file': '/train/split10/split10_381.png'}
1704114000000;K_CAMERA;Camera;{'timestamp': 1704114000000, 'file': '/train/split2/split2_345.png'}
1704114000000;K_DHT;Temperature;{'timestamp': 1704114000000, 'temperature': 22.0, 'humidity': 39.99401163581024}
